ID_CITY,ID_DATAENTRY,ID_1_OBJ2,OBJECTID,CITY_INST_YR,CITY_UPGR_YR,CITY_INFRA_HIGHORDER,CITY_INFRA_LOWORDER,CITY_LAST_REVIEWED,CITY_CONVERT_YR,ATR_SEGMENT_LENGTH,STREET_NAME,FROM_STREET,TO_STREET,SEAN_CODE,DPR_EXCL_FLAG,CHECK_FLAG,Notes,Confirmed Before upgrade,INSTALLED_ORIG,INST_DATE_ORIG,Installation_Notes_ORIG,Upgrade code_ORIG,UPGRADED_ORIG,UPGRADED_DATE_ORIG,"MATCH_Installation (1 match, 2 no match)",INST_YR,INST_DATE,INST_TYPE,INST_MAJ_HTYPE,INST_MIN_HTYPE,INST_COMMENTS,UPGR1_YR,UPGR1_DATE,UPGR1_TYPE,UPGR1_MAJ_HTYPE,UPGR1_MIN_HTYPE,UPGR1_COMMENTS,UPGR2_YR,UPGR2_DATE,UPGR2_TYPE,UPGR2_MAJ_HTYPE,UPGR2_TYPE_MIN,UPGR2_COMMENTS,GEOJSON_INDIV,GEOJSON_GROUP,MAPS_URL_2POINT,MAPS_URL_3POINT,START_XY,CENTER_XY,END_XY,YEAR_DIFF,Infra_Post2019
1159,11,1160,3837,2015,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,197.9591432,Argyle St,Northcote Ave,Lisgar St,N-GR,,,"infrastructure includes Intersection marker: Street view Jul 2017 - https://www.google.com/maps/@43.6459045,-79.424638,3a,75y,295.62h,73.41t/data=!3m7!1e1!3m5!1sDbvTCN4W-N6QbuMhDiF0Hg!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,2015,,,,0,,1,2015,Nov-Dec 2015,None (Sharrows) + PL,PL,PL,Date sourced from a combination of satellite imagery and policy document; Policy document: https://www.toronto.ca/wp-content/uploads/2019/04/95f0-Argyle-Bikeway-Display-Boards-23-April-2019_ACC.pdf,,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.4246825,43.64593107],[-79.42704272,43.64544433]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.4246825,43.64593107],[-79.42704272,43.64544433]]}},","https://www.google.com/maps/dir/43.64593107,-79.4246825/43.64544433,-79.42704272","https://www.google.com/maps/dir/43.64593107,-79.4246825/43.64569135,-79.42586337/43.64544433,-79.42704272",START/-79.42468/43.64593,CENTER/-79.42586337/43.64569135,END/-79.42704/43.64544,0,0
762,12,763,,2014,0,Bi-Directional Cycle Track,Bi-Directional Cycle Track,2023-01-16T19:53:01,,35.06586357,Bathurst St,Adelaide St W,Adelaide St W,,,,,,,,,,,,,2014,May-Aug 2014,PL,PL,PL,"Sep 2014 SV: https://www.google.com/maps/@43.6452284,-79.4031378,3a,53.5y,242.59h,82.71t/data=!3m7!1e1!3m5!1s7f_5XlauRrdYzND6Yl_wSw!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",2017,,PBL,PBL,PBL,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.40310557,43.64489044],[-79.40323373,43.64519201]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.40310557,43.64489044],[-79.40323373,43.64519201]]}},","https://www.google.com/maps/dir/43.64489044,-79.40310557/43.64519201,-79.40323373","https://www.google.com/maps/dir/43.64489044,-79.40310557/43.64504122,-79.40316965/43.64519201,-79.40323373",START/-79.40311/43.64489,CENTER/-79.40316965/43.64504122,END/-79.40323/43.64519,0,0
755,13,756,,2014,0,Bike Lane,,2023-01-16T19:53:01,,148.4126243,Bathurst St,Richmond St W,Adelaide St W,,,,,,,,,,,,,2014,May-Aug 2014,PL,PL,PL,"Oct 2014 SV: https://www.google.com/maps/@43.6464403,-79.4036376,3a,16.9y,207.76h,85.29t/data=!3m7!1e1!3m5!1s9yol8mw-n5COdDmOMTbBeQ!2e0!5s20141001T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.40323373,43.64519201],[-79.40376095,43.64647175]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.40323373,43.64519201],[-79.40376095,43.64647175]]}},","https://www.google.com/maps/dir/43.64519201,-79.40323373/43.64647175,-79.40376095","https://www.google.com/maps/dir/43.64519201,-79.40323373/43.64583136,-79.4034986/43.64647175,-79.40376095",START/-79.40323/43.64519,CENTER/-79.4034986/43.64583136,END/-79.40376/43.64647,0,0
957,14,958,3631,2015,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,231.2719939,Bay St,Lake Shore Blvd W,Martin Goodman / Waterfront Trl,N-GR,,,"TO_STREET coordinate does not intersect Bay St., so imagery analysis was conducted from Lake Shore Blvd W to [ Queens Quay W: https://www.google.ca/maps/@43.6412047,-79.3768851,3a,75y,352.27h,78.79t/data=!3m7!1e1!3m5!1s83AN9jQUd1XsJy_ybpzhkw!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu]; SV sep 2015 from Harbour St. onto Bay St. ongoing installation marks: https://www.google.ca/maps/@43.6420545,-79.3776031,3a,75y,24.7h,70.86t/data=!3m7!1e1!3m5!1sMAhkyquhJSHRIgIVmX8ffQ!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,2015,,,,0,,1,2015,2015-09-01,PL,PL,PL,"Street view sep 2015 from Lake Shore Blvd onto Bay St. shows PL  installation: https://www.google.ca/maps/@43.6431197,-79.3779613,3a,75y,142.89h,69.48t/data=!3m7!1e1!3m5!1sdEeXdOANrjOhQoQT1tdz7g!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu; PL installed from Harbour St. to Queens Quay prior between June - July 2015 as seen via satellite imagery",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.37679058,43.64107406],[-79.37782375,43.643007]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.37679058,43.64107406],[-79.37782375,43.643007]]}},","https://www.google.com/maps/dir/43.64107406,-79.37679058/43.643007,-79.37782375","https://www.google.com/maps/dir/43.64107406,-79.37679058/43.64198084,-79.37739626/43.643007,-79.37782375",START/-79.37679/43.64107,CENTER/-79.37739626/43.64198084,END/-79.37782/43.64301,0,0
1247,15,1248,3926,2021,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,347.6020689,Bay St,Lake Shore Blvd W,Front St W,Y,,,K- checked 20230731,,2021,01-Sep-21,http://www.twowheeledpolitics.ca/p/bike-lane-tracker.html,,0,,1,2021,01-Sep-21,PL,PL,PL,"PL seen Sept 2021, inst date provided previously (SL) , No infra prior.",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.37782375,43.643007],[-79.37913498,43.64598706]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.37782375,43.643007],[-79.37913498,43.64598706]]}},","https://www.google.com/maps/dir/43.643007,-79.37782375/43.64598706,-79.37913498","https://www.google.com/maps/dir/43.643007,-79.37782375/43.64450027,-79.37847193/43.64598706,-79.37913498",START/-79.37782/43.64301,CENTER/-79.37847193/43.64450027,END/-79.37913/43.64599,0,2
1030,16,1031,,2010,2014,Bike Lane,Bike Lane,2023-01-16T19:53:01,,591.1404748,Bay St,College St,Dundas St W,,,,,,,,,,,,,2014,Jun-Sep 2014,PL,PL,PL,"PL installed post Jun 2014; SV Sep 2014: https://www.google.com/maps/@43.6564267,-79.3839823,3a,30y,351.49h,82.75t/data=!3m7!1e1!3m5!1sNk7newGIoQebtdmGKjlOgA!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",,,,,,"No prior cycling infrastructure from pre-sep2007 to Jun 2014; Shared lane for buses, cars and bikes sign sep 2007 (https://www.google.com/maps/@43.6564267,-79.3839823,3a,30y,351.49h,82.75t/data=!3m7!1e1!3m5!1sNk7newGIoQebtdmGKjlOgA!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu)",,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.38376619,43.65571596],[-79.38585495,43.66081566]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.38376619,43.65571596],[-79.38585495,43.66081566]]}},","https://www.google.com/maps/dir/43.65571596,-79.38376619/43.66081566,-79.38585495","https://www.google.com/maps/dir/43.65571596,-79.38376619/43.65827229,-79.38479495/43.66081566,-79.38585495",START/-79.38377/43.65572,CENTER/-79.38479495/43.65827229,END/-79.38585/43.66082,4,0
741,17,742,,2010,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,92.80110752,Bay St,Yorkville Ave,Cumberland St,,,,,,,,,,,,,2007,pre Sep 2007,PL,PL,PL,"Sep 2007 SV see Pavement markings with lane: https://www.google.com/maps/@43.6706866,-79.3898486,3a,75y,52.8h,72.12t/data=!3m7!1e1!3m5!1sjIphECQduyfIktVHTaCscA!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.38984423,43.6705625],[-79.39019979,43.67135687]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.38984423,43.6705625],[-79.39019979,43.67135687]]}},","https://www.google.com/maps/dir/43.6705625,-79.38984423/43.67135687,-79.39019979","https://www.google.com/maps/dir/43.6705625,-79.38984423/43.67095969,-79.39002201/43.67135687,-79.39019979",START/-79.38984/43.67056,CENTER/-79.39002201/43.67095969,END/-79.3902/43.67136,,0
318,18,319,,2001,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,251.1128447,Bay St,Davenport Rd,Yorkville Ave,,,,,,,,,,,,,2007,pre Sep 2007,PL,PL,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6723239,-79.3905201,3a,75y,118.08h,65.78t/data=!3m7!1e1!3m5!1sH_stCfY4vQcaiDN2ZIw7PQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.39019979,43.67135687],[-79.39118507,43.67349628]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.39019979,43.67135687],[-79.39118507,43.67349628]]}},","https://www.google.com/maps/dir/43.67135687,-79.39019979/43.67349628,-79.39118507","https://www.google.com/maps/dir/43.67135687,-79.39019979/43.67244568,-79.39063841/43.67349628,-79.39118507",START/-79.3902/43.67136,CENTER/-79.39063841/43.67244568,END/-79.39119/43.6735,,0
1295,19,1296,3974,2015,2021,Bi-Directional Cycle Track,,2023-01-16T19:53:01,,100.883857,Bayview Ave,Front St E,Mill St,N-GR,,,"No policy docs available nor suitable window from imagery data (latest window for change Jan 15th, 2015); **Google Earth inst_window: Oct 22, 2014 - May 5, 2015; ***ArcGIS window: Jan 14, 2014 - Jan 15, 2015 (K: ArcGIS?)",,2015,,,2021,,01-May-21,2,2015,"Oct 22, 2014 - Jan 15, 2015*",PL,PL,PL,"ArcGIS living atlas installation view: https://livingatlas.arcgis.com/wayback/#active=9175&ext=-79.35416,43.65266,-79.35166,43.65380",2021,01-May-21,PBL,PBL,PBL,Part of the Active TO: Bayview Avenue Phase 2 project from spring 2021: https://www.toronto.ca/wp-content/uploads/2021/04/95ed-TSActiveTOBayviewBrochure.pdf,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.35305648,43.65284832],[-79.35369296,43.65362395]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.35305648,43.65284832],[-79.35369296,43.65362395]]}},","https://www.google.com/maps/dir/43.65284832,-79.35305648/43.65362395,-79.35369296","https://www.google.com/maps/dir/43.65284832,-79.35305648/43.65320804,-79.35340412/43.65362395,-79.35369296",START/-79.35306/43.65285,CENTER/-79.35340412/43.65320804,END/-79.35369/43.65362,0,1
928,20,929,3602,2015,2021,Bi-Directional Cycle Track,,2023-01-16T19:53:01,,515.3566474,Bayview Ave,Queen St E,Front St E,N-GR,,,,,2015,,,,2021,01-May-21,1,2015,Jun - Jul 2015 (summer),PL,PL,PL,"Installation window see in satellite image; Street view: https://www.google.com/maps/@43.6571261,-79.3542633,3a,75y,131.21h,80.7t/data=!3m7!1e1!3m5!1s0_-EViskMXeqoFloXZbGjA!2e0!5s20150501T000000!7i13312!8i6656?entry=ttu; https://www.google.com/maps/@43.657114,-79.3542545,3a,75y,131.21h,80.7t/data=!3m7!1e1!3m5!1se-5UzRz6WqBkoUazk6YqnA!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",2021,01-May-21,PBL,PBL,PBL,Part of the Active TO: Bayview Avenue Phase 2 project from spring 2021: https://www.toronto.ca/wp-content/uploads/2021/04/95ed-TSActiveTOBayviewBrochure.pdf,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.35369296,43.65362395],[-79.35481726,43.6577689]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.35369296,43.65362395],[-79.35481726,43.6577689]]}},","https://www.google.com/maps/dir/43.65362395,-79.35369296/43.6577689,-79.35481726","https://www.google.com/maps/dir/43.65362395,-79.35369296/43.65523317,-79.35339115/43.6577689,-79.35481726",START/-79.35369/43.65362,CENTER/-79.35339115/43.65523317,END/-79.35482/43.65777,0,1
