ID_CITY,ID_DATAENTRY,ID_ROUTE,DPR_CHECK_FLAG,DPR_ENTRY,DPR_EXCL_FLAG,DPR_EXCL1318_REASON,DPR_INCL_1318,DPR_INCL_LEN_1023,DPR_ORDER,LOC_ADJ_IN_ROUTE,LOC_FROM_STREET,LOC_ORIG_ROUTE_NAME,LOC_ORIG_STREET_NAME,LOC_ROUTE_NAME,LOC_STREET_NAME,LOC_TO_STREET,ATR_AAA_NETWORK,ATR_AAA_SEGMENT,ATR_BIKEWAY_DIRECTION,ATR_ES_BOUNDTYPE,ATR_ORIG_TYPE,ATR_OVERALL_DIRECTION,ATR_SEGMENT_LENGTH,ATR_SEGMENT_TYPE,ATR_SNOW_REMOVAL,ATR_SPEEDLIMIT_CITY,ATR_STATUS,ATR_SUBTYPE,ATR_SURFACE_TYPE,ATR_TYPE_CITY,ATR_TYPE_CURRENT,ATR_VEHICLE_DIRECTION,ATR_WN_BOUNDTYPE,INST_COMMENTS,INST_DT_METHOD,INST_INCL_1318,INST_MAJ_HTYPE,INST_MAJ_TRANSFORM,INST_MIN_HTYPE,INST_MIN_TRANSFORM,INST_TYPE,INST_WINDOW,INST_YR,INST_YR_ORIG,UPGR1_COMMENTS,UPGR1_DT_METHOD,UPGR1_INCL_1318,UPGR1_MAJ_HTYPE,UPGR1_MAJ_TRANSFORM,UPGR1_MIN_HTYPE,UPGR1_MIN_TRANSFORM,UPGR1_TYPE,UPGR1_WINDOW,UPGR1_YR,UPGR1_YR_CITY,UPGR1_YR_ORIG,UPGR2_COMMENTS,UPGR2_DT_METHOD,UPGR2_INCL_1318,UPGR2_MAJ_HTYPE,UPGR2_MAJ_TRANSFORM,UPGR2_TYPE,UPGR2_WINDOW,UPGR2_YR,GENERAL_COMMENTS,CONSTRUCTION_NOTE,NOTES_ORIG,GEO_2D_POINT,GEO_JSON_GROUP,GEO_JSON_INDIV,GEO_XY_STRING
279151,295,VAN-R10,EXCL OFF,EXCL,Y Excl-Offroad,No Upgrades in period,No,N,188,N2,Install from White Ave,Seaside,Burrard Marina Parking,Seaside,Burrard Marina Parking,Install to near Burrard St.,YES,YES,2W,Painted Lanes,Painted Lanes,EW,25.43662309,Residential,No,30,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Local Street,"Offroad potentially: https://www.google.com/maps/@49.2771458,-123.1409571,3a,33.7y,132.13h,85.29t/data=!3m6!1e1!3m4!1sCFNDyLUogC5D0UiAEeR_Vw!2e0!7i16384!8i8192 .",,N,None,,None,,PCM-2,,2009,2009,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,pre-2009,,"49.276237296078094, -123.14056277082068","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14040499599012, 49.276283728262435], [-123.14071111117731, 49.276193951818485], [-123.14070515203329, 49.27618548650759]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14040499599012, 49.276283728262435], [-123.14071111117731, 49.276193951818485], [-123.14070515203329, 49.27618548650759]] }","[-123.14040499599012, 49.276283728262435], [-123.14071111117731, 49.276193951818485], [-123.14070515203329, 49.27618548650759]"
278207,124,VAN-R10,N,COMPLETE,N,NA,Yes,Y,189,N3,Install from alley east of Wallace St.,Seaside,Point Grey Rd,Seaside,Point Grey Rd,Install to Alma St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,72.33554053,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-2 way, no prior bikeway to 2014, Fall 2014 determined previously: https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf",MISC,Y,PBL,NtoPBL,PBL,NtoPBL,PBL-2,Fall 2014,2014,2014,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,width per 3700blk P. Grey,https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf,"49.271493550934515, -123.18990693486333","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1894422200758, 49.27160920272979], [-123.19037160981209, 49.271377909053776], [-123.19037164963945, 49.271377899093416]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1894422200758, 49.27160920272979], [-123.19037160981209, 49.271377909053776], [-123.19037164963945, 49.271377899093416]] }","[-123.1894422200758, 49.27160920272979], [-123.19037160981209, 49.271377909053776], [-123.19037164963945, 49.271377899093416]"
278707,125,VAN-R10,N,COMPLETE,N,NA,Yes,Y,190,N3,Install from alley east of Wallace St.,Seaside,Point Grey Rd,Seaside,Point Grey Rd,Install to Alma St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,162.5528499,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-2 way, no prior bikeway to 2014, Fall 2014 determined previously: https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf",MISC,Y,PBL,NtoPBL,PBL,NtoPBL,PBL-2,Fall 2014,2014,2014,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,width per 3700blk P. Grey,https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf,"49.27195440108403, -123.18845730936991","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.18747239664329, 49.272299594695035], [-123.18747245155953, 49.272299575716026], [-123.18944218852023, 49.27160921897287], [-123.1894422200758, 49.27160920272979]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.18747239664329, 49.272299594695035], [-123.18747245155953, 49.272299575716026], [-123.18944218852023, 49.27160921897287], [-123.1894422200758, 49.27160920272979]] }","[-123.18747239664329, 49.272299594695035], [-123.18747245155953, 49.272299575716026], [-123.18944218852023, 49.27160921897287], [-123.1894422200758, 49.27160920272979]"
278330,126,VAN-R10,N,COMPLETE,N,NA,Yes,Y,191,N3,Install from alley east of Wallace St.,Seaside,Point Grey Rd,Seaside,Point Grey Rd,Install to Alma St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,66.2846602,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-2 way, no prior bikeway to 2014, Fall 2014 determined previously: https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf",MISC,Y,PBL,NtoPBL,PBL,NtoPBL,PBL-2,Fall 2014,2014,2014,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,width per 3700blk P. Grey,https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf,"49.27127165954279, -123.19079733651898","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.19037164963945, 49.271377899093416], [-123.19122302339852, 49.27116541999216]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.19037164963945, 49.271377899093416], [-123.19122302339852, 49.27116541999216]] }","[-123.19037164963945, 49.271377899093416], [-123.19122302339852, 49.27116541999216]"
278206,127,VAN-R10,N,COMPLETE,N,NA,Yes,Y,192,N3,Install from alley east of Wallace St.,Seaside,Point Grey Rd,Seaside,Point Grey Rd,Install to Alma St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,138.6978908,Residential,Yes,30,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-2 way, no prior bikeway to 2014, Fall 2014 determined previously: https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf",MISC,Y,PBL,NtoPBL,PBL,NtoPBL,PBL-2,Fall 2014,2014,2014,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,width per 3700blk P. Grey,https://vancouver.ca/files/cov/Bike-lane-stats-by-month.pdf,"49.27228390733067, -123.18651935834639","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.18556632004949, 49.272268219966314], [-123.18747239664329, 49.272299594695035]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.18556632004949, 49.272268219966314], [-123.18747239664329, 49.272299594695035]] }","[-123.18556632004949, 49.272268219966314], [-123.18747239664329, 49.272299594695035]"
277104,589,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,644,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,66.60882573,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.28115831956701, -123.10801394499839","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10757269898258, 49.28107822258616], [-123.10757275950363, 49.28107823332403], [-123.1079635754845, 49.28114916641797], [-123.10845518787391, 49.28123843384853]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10757269898258, 49.28107822258616], [-123.10757275950363, 49.28107823332403], [-123.1079635754845, 49.28114916641797], [-123.10845518787391, 49.28123843384853]] }","[-123.10757269898258, 49.28107822258616], [-123.10757275950363, 49.28107823332403], [-123.1079635754845, 49.28114916641797], [-123.10845518787391, 49.28123843384853]"
279191,590,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,645,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,12.34932083,Arterial,No,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Shared Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.28073529787058, -123.10568811463068","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1056063221278, 49.280720413698496], [-123.10576990713355, 49.280750182042645]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1056063221278, 49.280720413698496], [-123.10576990713355, 49.280750182042645]] }","[-123.1056063221278, 49.280720413698496], [-123.10576990713355, 49.280750182042645]"
277807,591,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,646,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,136.0950977,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.28091420831489, -123.1066713010241","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10576990713355, 49.280750182042645], [-123.10576994567408, 49.28075020179677], [-123.10757269898258, 49.28107822258616]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10576990713355, 49.280750182042645], [-123.10576994567408, 49.28075020179677], [-123.10757269898258, 49.28107822258616]] }","[-123.10576990713355, 49.280750182042645], [-123.10576994567408, 49.28075020179677], [-123.10757269898258, 49.28107822258616]"
279189,592,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,647,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,40.61821338,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Shared Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.28054810750108, -123.10465556003635","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10438647815926, 49.280499291714776], [-123.10490809280593, 49.28059392085635], [-123.10492464101938, 49.28059692821144]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10438647815926, 49.280499291714776], [-123.10490809280593, 49.28059392085635], [-123.10492464101938, 49.28059692821144]] }","[-123.10438647815926, 49.280499291714776], [-123.10490809280593, 49.28059392085635], [-123.10492464101938, 49.28059692821144]"
279190,593,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,648,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,51.44463891,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Shared Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.280658670673176, -123.10526548162663","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10492464101938, 49.28059692821144], [-123.10560628086247, 49.28072040564055], [-123.1056063221278, 49.280720413698496]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10492464101938, 49.28059692821144], [-123.10560628086247, 49.28072040564055], [-123.1056063221278, 49.280720413698496]] }","[-123.10492464101938, 49.28059692821144], [-123.10560628086247, 49.28072040564055], [-123.1056063221278, 49.280720413698496]"
279192,594,VAN-R11,N,COMPLETE,N,No Upgrades in period,No,Y,649,Y,Install from Cambie St,Pender,Pender,Pender,Pender,Install to Carrall St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,114.3432399,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, no upgrades: https://www.google.com/maps/@49.2813758,-123.1091401,3a,75y,319.1h,71.16t/data=!3m7!1e1!3m5!1se2dqYeMXIi8wXx54XJwVrw!2e0!5s20220101T000000!7i16384!8i8192 . PL pre 2007: https://www.google.com/maps/@49.2813583,-123.108935,3a,45y,34.8h,70.06t/data=!3m7!1e1!3m5!1sG_YmMwMhDoLrCB1slXknyw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",STSAT,N,PL,NtoPL,PL,NtoPL,PL,Pre-2007,2001,2001,,,N,NA,,NA,,NA,NA,NA,,,,,N,NA,,NA,NA,NA,,,,"49.281374183085276, -123.10921339084793","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10845518787391, 49.28123843384853], [-123.10997159382198, 49.281509932322024]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10845518787391, 49.28123843384853], [-123.10997159382198, 49.281509932322024]] }","[-123.10845518787391, 49.28123843384853], [-123.10997159382198, 49.281509932322024]"
278323,129,VAN-R12,N,COMPLETE,N,No Upgrades in period,No,Y,193,Y,Thurlow St.,Haro,Smithe,Haro,Smithe,Hornby St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,129.9338761,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PL both sides: https://www.google.com/maps/@49.2836917,-123.125605,3a,75y,138.1h,75.39t/data=!3m7!1e1!3m5!1spcMQ7PuLsRoTi_oOc8grZQ!2e0!5s20140701T000000!7i13312!8i6656 Summer 2012 painting and signage installed: https://vancouver.ca/streets-transportation/haro-and-bute-infrastructure-upgrades.aspx#timeline",PCN,N,PL,NtoPL,PL,NtoPL,PL,Summer 2012,2012,2012,"PBL-2 way, FALL 2021 included in sheet from prior student: https://www.google.com/maps/@49.2836514,-123.1256648,3a,32.4y,89.12h,83.4t/data=!3m8!1e1!3m6!1s68FrZWc5XvFUZD5pqwUYiQ!2e0!5s20220201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D68FrZWc5XvFUZD5pqwUYiQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D31.600245%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",MISC,N,PBL,PLtoPBL,PBL,PLtoPBL,PBL-2,Fall 2021,2021,2021,2021,,,N,NA,,NA,NA,NA,,Upgrade from PL to PBL in 2021,,"49.28344180221443, -123.12541870133164","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1250864535356, 49.28287824205105], [-123.12508938266161, 49.28288382848304], [-123.1250969097797, 49.28289811097165], [-123.12510807194826, 49.28292091155453], [-123.12510808577332, 49.28292094122365], [-123.12511868290855, 49.28294377390029], [-123.1251186953518, 49.28294380087235], [-123.12512870716027, 49.28296679699445], [-123.12513041572797, 49.282970923930336], [-123.1251312319742, 49.28297289838719], [-123.12513124995611, 49.28297294064506], [-123.12523310316583, 49.28322055476294], [-123.12526186901106, 49.2832903117582], [-123.12534076385793, 49.2834241373923], [-123.12544065381478, 49.28355182346036], [-123.12556033245096, 49.283672025541044], [-123.12569852404451, 49.28378320318807], [-123.12569822204328, 49.283783401410446], [-123.12587973270158, 49.28390091198614]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1250864535356, 49.28287824205105], [-123.12508938266161, 49.28288382848304], [-123.1250969097797, 49.28289811097165], [-123.12510807194826, 49.28292091155453], [-123.12510808577332, 49.28292094122365], [-123.12511868290855, 49.28294377390029], [-123.1251186953518, 49.28294380087235], [-123.12512870716027, 49.28296679699445], [-123.12513041572797, 49.282970923930336], [-123.1251312319742, 49.28297289838719], [-123.12513124995611, 49.28297294064506], [-123.12523310316583, 49.28322055476294], [-123.12526186901106, 49.2832903117582], [-123.12534076385793, 49.2834241373923], [-123.12544065381478, 49.28355182346036], [-123.12556033245096, 49.283672025541044], [-123.12569852404451, 49.28378320318807], [-123.12569822204328, 49.283783401410446], [-123.12587973270158, 49.28390091198614]] }","[-123.1250864535356, 49.28287824205105], [-123.12508938266161, 49.28288382848304], [-123.1250969097797, 49.28289811097165], [-123.12510807194826, 49.28292091155453], [-123.12510808577332, 49.28292094122365], [-123.12511868290855, 49.28294377390029], [-123.1251186953518, 49.28294380087235], [-123.12512870716027, 49.28296679699445], [-123.12513041572797, 49.282970923930336], [-123.1251312319742, 49.28297289838719], [-123.12513124995611, 49.28297294064506], [-123.12523310316583, 49.28322055476294], [-123.12526186901106, 49.2832903117582], [-123.12534076385793, 49.2834241373923], [-123.12544065381478, 49.28355182346036], [-123.12556033245096, 49.283672025541044], [-123.12569852404451, 49.28378320318807], [-123.12569822204328, 49.283783401410446], [-123.12587973270158, 49.28390091198614]"
279789,130,VAN-R12,N,COMPLETE,N,No Upgrades in period,No,Y,194,Y,Thurlow St.,Haro,Smithe,Haro,Smithe,Hornby St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,87.50430753,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PL both sides: https://www.google.com/maps/@49.2836917,-123.125605,3a,75y,138.1h,75.39t/data=!3m7!1e1!3m5!1spcMQ7PuLsRoTi_oOc8grZQ!2e0!5s20140701T000000!7i13312!8i6656 Summer 2012 painting and signage installed: https://vancouver.ca/streets-transportation/haro-and-bute-infrastructure-upgrades.aspx#timeline",PCN,N,PL,NtoPL,PL,NtoPL,PL,Summer 2012,2012,2012,"PBL-2 way, FALL 2021 included in sheet from prior student: https://www.google.com/maps/@49.2836514,-123.1256648,3a,32.4y,89.12h,83.4t/data=!3m8!1e1!3m6!1s68FrZWc5XvFUZD5pqwUYiQ!2e0!5s20220201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D68FrZWc5XvFUZD5pqwUYiQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D31.600245%26pitch%3D0%26thumbfov%3D100!7i16384!8i8193",MISC,N,PBL,PLtoPBL,PBL,PLtoPBL,PBL-2,Fall 2021,2021,2021,2021,,,N,NA,,NA,NA,NA,,Upgrade from PL to PBL in 2021,,"49.28252930216566, -123.1247748751613","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12440384075103, 49.28224067219988], [-123.12458034168318, 49.28235484223407], [-123.12460612252328, 49.282371720872206], [-123.12460616659516, 49.282371749609254], [-123.12463156192214, 49.28238896147896], [-123.12465638615895, 49.28240652477103], [-123.12465643712395, 49.28240656069677], [-123.12468074493421, 49.28242434222397], [-123.12469611345416, 49.282435916825925], [-123.12470471247411, 49.28244240476278], [-123.12470998635312, 49.28244654224975], [-123.12472811576221, 49.28246080432524], [-123.12475106442942, 49.282479395071476], [-123.12476427574735, 49.28249047186134], [-123.12477355457291, 49.28249826515873], [-123.12479548989374, 49.282517394901845], [-123.12481696940867, 49.282536791390335], [-123.12482069767817, 49.28254032786485], [-123.12484432568121, 49.2825627390098], [-123.12485822650112, 49.28257622755033], [-123.12486969725843, 49.282587898990826], [-123.1248780042913, 49.28259635177682], [-123.12489733981074, 49.282616658180515], [-123.12491609027173, 49.28263723057108], [-123.12493428685542, 49.282657893509175], [-123.12493432546643, 49.28265793754381], [-123.12495198376077, 49.28267887451439], [-123.12495202237862, 49.282678921247545], [-123.12496907887234, 49.28270002887508], [-123.12498557762811, 49.28272133229861], [-123.12500150506834, 49.282742899896405], [-123.12501133116426, 49.28275665188706], [-123.12501698037559, 49.282764557033374], [-123.12503174402613, 49.28278644251618], [-123.12503177301012, 49.2827864856617], [-123.12504600350891, 49.28280850304908], [-123.12504866287989, 49.282812904209756], [-123.12506431396828, 49.28283880777286], [-123.12507264657039, 49.282852991343965], [-123.12508503589554, 49.282875517147595], [-123.12508505523647, 49.28287555310736], [-123.1250864535356, 49.28287824205105]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12440384075103, 49.28224067219988], [-123.12458034168318, 49.28235484223407], [-123.12460612252328, 49.282371720872206], [-123.12460616659516, 49.282371749609254], [-123.12463156192214, 49.28238896147896], [-123.12465638615895, 49.28240652477103], [-123.12465643712395, 49.28240656069677], [-123.12468074493421, 49.28242434222397], [-123.12469611345416, 49.282435916825925], [-123.12470471247411, 49.28244240476278], [-123.12470998635312, 49.28244654224975], [-123.12472811576221, 49.28246080432524], [-123.12475106442942, 49.282479395071476], [-123.12476427574735, 49.28249047186134], [-123.12477355457291, 49.28249826515873], [-123.12479548989374, 49.282517394901845], [-123.12481696940867, 49.282536791390335], [-123.12482069767817, 49.28254032786485], [-123.12484432568121, 49.2825627390098], [-123.12485822650112, 49.28257622755033], [-123.12486969725843, 49.282587898990826], [-123.1248780042913, 49.28259635177682], [-123.12489733981074, 49.282616658180515], [-123.12491609027173, 49.28263723057108], [-123.12493428685542, 49.282657893509175], [-123.12493432546643, 49.28265793754381], [-123.12495198376077, 49.28267887451439], [-123.12495202237862, 49.282678921247545], [-123.12496907887234, 49.28270002887508], [-123.12498557762811, 49.28272133229861], [-123.12500150506834, 49.282742899896405], [-123.12501133116426, 49.28275665188706], [-123.12501698037559, 49.282764557033374], [-123.12503174402613, 49.28278644251618], [-123.12503177301012, 49.2827864856617], [-123.12504600350891, 49.28280850304908], [-123.12504866287989, 49.282812904209756], [-123.12506431396828, 49.28283880777286], [-123.12507264657039, 49.282852991343965], [-123.12508503589554, 49.282875517147595], [-123.12508505523647, 49.28287555310736], [-123.1250864535356, 49.28287824205105]] }","[-123.12440384075103, 49.28224067219988], [-123.12458034168318, 49.28235484223407], [-123.12460612252328, 49.282371720872206], [-123.12460616659516, 49.282371749609254], [-123.12463156192214, 49.28238896147896], [-123.12465638615895, 49.28240652477103], [-123.12465643712395, 49.28240656069677], [-123.12468074493421, 49.28242434222397], [-123.12469611345416, 49.282435916825925], [-123.12470471247411, 49.28244240476278], [-123.12470998635312, 49.28244654224975], [-123.12472811576221, 49.28246080432524], [-123.12475106442942, 49.282479395071476], [-123.12476427574735, 49.28249047186134], [-123.12477355457291, 49.28249826515873], [-123.12479548989374, 49.282517394901845], [-123.12481696940867, 49.282536791390335], [-123.12482069767817, 49.28254032786485], [-123.12484432568121, 49.2825627390098], [-123.12485822650112, 49.28257622755033], [-123.12486969725843, 49.282587898990826], [-123.1248780042913, 49.28259635177682], [-123.12489733981074, 49.282616658180515], [-123.12491609027173, 49.28263723057108], [-123.12493428685542, 49.282657893509175], [-123.12493432546643, 49.28265793754381], [-123.12495198376077, 49.28267887451439], [-123.12495202237862, 49.282678921247545], [-123.12496907887234, 49.28270002887508], [-123.12498557762811, 49.28272133229861], [-123.12500150506834, 49.282742899896405], [-123.12501133116426, 49.28275665188706], [-123.12501698037559, 49.282764557033374], [-123.12503174402613, 49.28278644251618], [-123.12503177301012, 49.2827864856617], [-123.12504600350891, 49.28280850304908], [-123.12504866287989, 49.282812904209756], [-123.12506431396828, 49.28283880777286], [-123.12507264657039, 49.282852991343965], [-123.12508503589554, 49.282875517147595], [-123.12508505523647, 49.28287555310736], [-123.1250864535356, 49.28287824205105]"
