OID_,ID_CITY,bike_rout0,street_na0,bikeway_t0,subtype,status,street_se0,overall_d0,bikeway_d0,vehicle_d0,speed_lim0,surface_t0,aaa_netwo0,aaa_segme0,w_n_bound0,e_s_bound0,snow_remo0,year_of_c0,construct0,upgrade_y0,notes,ID_DATAENTRY,ID_ROUTE,DPR_CHECK_FLAG,DPR_ENTRY,DPR_EXCL_FLAG,DPR_EXCL1318_REASON,DPR_INCL_1318,DPR_INCL_LEN_1023,DPR_ORDER,LOC_ADJ_IN_ROUTE,LOC_FROM_STREET,LOC_ORIG_ROUTE_NAME,LOC_ORIG_STREET_NAME,LOC_ROUTE_NAME,LOC_STREET_NAME,LOC_TO_STREET,ATR_AAA_NETWORK,ATR_AAA_SEGMENT,ATR_BIKEWAY_DIRECTION,ATR_ES_BOUNDTYPE,ATR_ORIG_TYPE,ATR_OVERALL_DIRECTION,ATR_SEGMENT_LENGTH,ATR_SEGMENT_TYPE,ATR_SNOW_REMOVAL,ATR_SPEEDLIMIT_CITY,ATR_STATUS,ATR_SUBTYPE,ATR_SURFACE_TYPE,ATR_TYPE_CITY,ATR_TYPE_CURRENT,ATR_VEHICLE_DIRECTION,ATR_WN_BOUNDTYPE,INST_MIN_TRANSFORM,INST_COMMENTS,INST_DT_METHOD,INST_INCL_1318,INST_MIN_HTYPE,INST_TYPE,INST_WINDOW,INST_YR,INST_YR_ORIG,UPGR1_MIN_TRANSFORM,UPGR1_COMMENTS,UPGR1_DT_METHOD,UPGR1_INCL1318,UPGR1_MIN_HTYPE,UPGR1_TYPE,UPGR1_WINDOW,UPGR1_YR,UPGR1_YR_CITY,UPGR1_YR_ORIG,UPGR2_COMMENTS,UPGR2_DT_METHOD,UPGR2_MIN_TYPE,UPGR2_TYPE,UPGR2_WINDOW,UPGR2_YR,GENERAL_COMMENTS,CONSTRUCTION_NOTE,NOTES_ORIG,GEO_2D_POINT,GEO_JSON_GROUP,GEO_JSON_INDIV,GEO_XY_STRING,Categorized_Infra,MAP_LINK
653,296693,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,502,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,557,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,50.34300143,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.282757591920515, -123.05654229872486","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05654264010202, 49.28298401378549], [-123.0565419573477, 49.28253117005555]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05654264010202, 49.28298401378549], [-123.0565419573477, 49.28253117005555]] }","[-123.05654264010202, 49.28298401378549], [-123.0565419573477, 49.28253117005555]",2,https://www.google.com/maps/place/49.282757591920515 -123.05654229872486
1738,296338,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,501,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,556,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,45.71951498,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.27807484077967, -123.05657165387187","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05657039732824, 49.27828046675119], [-123.0565729104155, 49.277869214808135]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05657039732824, 49.27828046675119], [-123.0565729104155, 49.277869214808135]] }","[-123.05657039732824, 49.27828046675119], [-123.0565729104155, 49.277869214808135]",2,https://www.google.com/maps/place/49.27807484077967 -123.05657165387187
3215,296337,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,500,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,555,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,44.78237801,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.27766780317366, -123.05657394491028","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.0565729104155, 49.277869214808135], [-123.05657497940507, 49.277466391539186]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.0565729104155, 49.277869214808135], [-123.05657497940507, 49.277466391539186]] }","[-123.0565729104155, 49.277869214808135], [-123.05657497940507, 49.277466391539186]",2,https://www.google.com/maps/place/49.27766780317366 -123.05657394491028
1719,296279,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,499,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,554,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,53.51677494,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.28138679136066, -123.05654900871687","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05654730399468, 49.28162748512849], [-123.05655071343905, 49.28114609759284]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05654730399468, 49.28162748512849], [-123.05655071343905, 49.28114609759284]] }","[-123.05654730399468, 49.28162748512849], [-123.05655071343905, 49.28114609759284]",2,https://www.google.com/maps/place/49.28138679136066 -123.05654900871687
1717,296275,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,498,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,553,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,16.7465795,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.27573162012203, -123.05657641853702","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05657492365732, 49.275806933043555], [-123.05657791341673, 49.27565630720051]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05657492365732, 49.275806933043555], [-123.05657791341673, 49.27565630720051]] }","[-123.05657492365732, 49.275806933043555], [-123.05657791341673, 49.27565630720051]",2,https://www.google.com/maps/place/49.27573162012203 -123.05657641853702
3194,296273,Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2021, , , ,497,VAN-R52,N,COMPLETE,N,No Upgrades in period,No,Y,552,Y,Install from Pandora St,Nanaimo,Nanaimo St.,Nanaimo,Nanaimo St.,Install to Charles St.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,49.5193452,Arterial,Yes,50,Active,PBP,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL across entire install, parking adjascent, both sides of street, no bikeways prior to install in 2021: https://www.google.com/maps/@49.2828489,-123.0565148,3a,75y,195.02h,74.82t/data=!3m7!1e1!3m5!1sHB0799CMclJh_HMZD0KXqQ!2e0!5s20221101T000000!7i16384!8",STSAT,N,PL,PL,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.275433594290334, -123.05658016766807","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05657791341673, 49.27565630720051], [-123.0565824219194, 49.275210881380154]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05657791341673, 49.27565630720051], [-123.0565824219194, 49.275210881380154]] }","[-123.05657791341673, 49.27565630720051], [-123.0565824219194, 49.275210881380154]",2,https://www.google.com/maps/place/49.275433594290334 -123.05658016766807
1905,296826,Charles,Nanaimo St.,Protected Bike Lanes,OSB,Active,Residential,EW,BD,2W,50,Paved,NO,NO,Protected Bike Lanes,Protected Bike Lanes,No,2021, , , ,496,VAN-R51,N,COMPLETE,N,No Upgrades in period,No,Y,551,Y,Charles St,Charles,Nanaimo St.,Charles,Nanaimo,Charles St,NO,NO,BD,Protected Bike Lanes,Protected Bike Lanes,EW,23.30853098,Residential,No,50,Active,OSB,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,NtoPBL,"PBL-2 way, installed with VAN-N0052, no bikeways before installation, paved in October 2020, marking were added around this time as well, determined to be Fall 2020 install: https://www.google.com/maps/@49.273161,-123.0566459,3a,78.4y,113.08h,78.8t/data=",STSAT,N,PBL,PBL-2,Fall 2020,2020,2021, , , ,N, , , ,,,, , , , , ,,Install date changed from 2021 to 2020*, , ,"49.27319901689598, -123.05656473894662","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05656459761427, 49.27330384915056], [-123.05656488027897, 49.2730941846414]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05656459761427, 49.27330384915056], [-123.05656488027897, 49.2730941846414]] }","[-123.05656459761427, 49.27330384915056], [-123.05656488027897, 49.2730941846414]",2,https://www.google.com/maps/place/49.27319901689598 -123.05656473894662
621,296590,29th Ave,Midlothian Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,494,VAN-R50,N,COMPLETE,N,No Upgrades in period,No,Y,550,N2,Install from Yukon,29th Ave,Midlothian Ave,29th Ave,Midlothian Ave,Install to Ontario St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,263.3850788,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, no upgrades since installation: https://www.google.com/maps/@49.2448375,-123.1113273,3a,75y,310.9h,69.88t/data=!3m7!1e1!3m5!1sKFz0BHVuxjsBZS17urD8gg!2e0!5s20201101T000000!7i16384!8i8192 . Pre-2007: https://www.google.com/maps/@49.2",STSAT,N,PL,PL,Pre-2007,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.24395070148505, -123.11018014460238","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10908254516252, 49.2429927626784], [-123.1108067639573, 49.24451152467394], [-123.11083003394151, 49.2445316471839], [-123.11085568661437, 49.24455311758771], [-123.110881903189","{ ""type"": ""LineString"", ""coordinates"": [[-123.10908254516252, 49.2429927626784], [-123.1108067639573, 49.24451152467394], [-123.11083003394151, 49.2445316471839], [-123.11085568661437, 49.24455311758771], [-123.11088190318947, 49.2445742276351], [-123.11","[-123.10908254516252, 49.2429927626784], [-123.1108067639573, 49.24451152467394], [-123.11083003394151, 49.2445316471839], [-123.11085568661437, 49.24455311758771], [-123.11088190318947, 49.2445742276351], [-123.11088194035004, 49.2445742563842], [-123.1",0,https://www.google.com/maps/place/49.24395070148505 -123.11018014460238
1044,297901,29th Ave,Midlothian Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,493,VAN-R50,N,COMPLETE,N,No Upgrades in period,No,Y,549,N2,Install from Yukon,29th Ave,Midlothian Ave,29th Ave,Midlothian Ave,Install to Ontario St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,82.2262939,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, no upgrades since installation: https://www.google.com/maps/@49.2448375,-123.1113273,3a,75y,310.9h,69.88t/data=!3m7!1e1!3m5!1sKFz0BHVuxjsBZS17urD8gg!2e0!5s20201101T000000!7i16384!8i8192 . Pre-2007: https://www.google.com/maps/@49.2",STSAT,N,PL,PL,Pre-2007,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.24501341135763, -123.11183307760176","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11132334144823, 49.24484505444466], [-123.11133751090165, 49.24485177462351], [-123.11136607731736, 49.24486495839243], [-123.11140033909523, 49.24488013270537], [-123.111419592","{ ""type"": ""LineString"", ""coordinates"": [[-123.11132334144823, 49.24484505444466], [-123.11133751090165, 49.24485177462351], [-123.11136607731736, 49.24486495839243], [-123.11140033909523, 49.24488013270537], [-123.11141959288484, 49.24488839785045], [-12","[-123.11132334144823, 49.24484505444466], [-123.11133751090165, 49.24485177462351], [-123.11136607731736, 49.24486495839243], [-123.11140033909523, 49.24488013270537], [-123.11141959288484, 49.24488839785045], [-123.11143504540084, 49.24489501783227], [-",0,https://www.google.com/maps/place/49.24501341135763 -123.11183307760176
3495,297225,29th Ave,Midlothian Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,492,VAN-R50,N,COMPLETE,N,No Upgrades in period,No,Y,548,N2,Install from Yukon,29th Ave,Midlothian Ave,29th Ave,Midlothian Ave,Install to Ontario St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,403.5895571,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, no upgrades since installation: https://www.google.com/maps/@49.2448375,-123.1113273,3a,75y,310.9h,69.88t/data=!3m7!1e1!3m5!1sKFz0BHVuxjsBZS17urD8gg!2e0!5s20201101T000000!7i16384!8i8192 . Pre-2007: https://www.google.com/maps/@49.2",STSAT,N,PL,PL,Pre-2007,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.24154569570824, -123.10731001432394","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1053527678855, 49.240574816169406], [-123.10631324146361, 49.240601534588556], [-123.10908251076188, 49.242992738423744], [-123.10908254516252, 49.2429927626784]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1053527678855, 49.240574816169406], [-123.10631324146361, 49.240601534588556], [-123.10908251076188, 49.242992738423744], [-123.10908254516252, 49.2429927626784]] }","[-123.1053527678855, 49.240574816169406], [-123.10631324146361, 49.240601534588556], [-123.10908251076188, 49.242992738423744], [-123.10908254516252, 49.2429927626784]",0,https://www.google.com/maps/place/49.24154569570824 -123.10731001432394
569,296455,29th Ave,W 28th Ave,Protected Bike Lanes,R,Active,Residential,EW,2W,2W,30,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,2009,LSB to PBL in 2016,2016, ,681,VAN-R50,N,COMPLETE,N, ,Yes,Y,547,N1,Oak St.,29th Ave,W 28th Ave,29th Ave,W 28th Ave,BC Childrens hospital road entrance,NO,YES,2W,Protected Bike Lanes,Protected Bike Lanes,EW,201.258005,Residential,No,30,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes, ,"no dedicated lane or infrastructure, side road: https://www.google.com/maps/@49.2462886,-123.1261455,3a,75y,89.09h,74.2t/data=!3m7!1e1!3m5!1sk2nIaE6gk2rAniIzAAEmMQ!2e0!5s20070901T000000!7i3328!8i1664",N,N,None,SSNDL, ,2009,2009, ,"no bikeways before 2015, PBL-1 both sides of road, installed around 2015, then upgraded from PBL to PBL (off road) in 2017: THIS particular upgrade occurred sometime between 07/28/2015 and 11/14/2015 as seen through Sat. See under construction in Sept 20",STSAT,Y,PBL,PBL-1,Fall 2015,2015,2016,2016,See green markers added to new bikeway between 5/2017 and 6/2017 on google earth (see parking section on north side of street)., ,PBL,PBL-1,17-Jun,2017, ,LSB to PBL in 2016, ,"49.24628659805301, -123.1262684269974","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12488623668571, 49.246263981700444], [-123.12765061730909, 49.24630921440558]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12488623668571, 49.246263981700444], [-123.12765061730909, 49.24630921440558]] }","[-123.12488623668571, 49.246263981700444], [-123.12765061730909, 49.24630921440558]",0,https://www.google.com/maps/place/49.24628659805301 -123.1262684269974
1518,295657,29th Ave,W 29th Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,683,VAN-R50,N,COMPLETE,N,Upgrades in period: No change in type,No,Y,546,N2,Install from Cambie St,29th Ave,W 29th Ave,29th Ave,W 29th Ave,Install to Yukon St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,79.28851057,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of street: https://www.google.com/maps/@49.2451888,-123.1151559,3a,90y,83.19h,56.71t/data=!3m8!1e1!3m6!1sEoTxVbt8Jj6I6J2X4flnWQ!2e0!5s20201101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DEoTxVbt8Jj6I6",STSAT,N,PL,PL,Pre-2007,2006,2006,PLtoPL,"Green paint added Fall 2013, seen through google earth", ,N,PL,PL,Fall 2013,2013,,, , , , , ,, , , ,"49.245182267113464, -123.1150160756569","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11447148088652, 49.245175532143506], [-123.11556067042729, 49.24518900208343]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11447148088652, 49.245175532143506], [-123.11556067042729, 49.24518900208343]] }","[-123.11447148088652, 49.245175532143506], [-123.11556067042729, 49.24518900208343]",0,https://www.google.com/maps/place/49.245182267113464 -123.1150160756569
289,295619,29th Ave,W 29th Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,682,VAN-R50,N,COMPLETE,N,Upgrades in period: No change in type,No,Y,545,N2,Install from Cambie St,29th Ave,W 29th Ave,29th Ave,W 29th Ave,Install to Yukon St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,153.9190674,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of street: https://www.google.com/maps/@49.2451888,-123.1151559,3a,90y,83.19h,56.71t/data=!3m8!1e1!3m6!1sEoTxVbt8Jj6I6J2X4flnWQ!2e0!5s20201101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DEoTxVbt8Jj6I6",STSAT,N,PL,PL,Pre-2007,2006,2006,PLtoPL,"Green paint added Fall 2013, seen through google earth", ,N,PL,PL,Fall 2013,2013,,, , , , , ,, , , ,"49.24515444701255, -123.11341492592264","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11235884378422, 49.24512290969288], [-123.11235889603091, 49.2451229258335], [-123.11236444937165, 49.24512346014654], [-123.11241192880412, 49.245127640819014], [-123.112459518","{ ""type"": ""LineString"", ""coordinates"": [[-123.11235884378422, 49.24512290969288], [-123.11235889603091, 49.2451229258335], [-123.11236444937165, 49.24512346014654], [-123.11241192880412, 49.245127640819014], [-123.11245951811243, 49.24513119529668], [-12","[-123.11235884378422, 49.24512290969288], [-123.11235889603091, 49.2451229258335], [-123.11236444937165, 49.24512346014654], [-123.11241192880412, 49.245127640819014], [-123.11245951811243, 49.24513119529668], [-123.11245955933695, 49.24513119795511], [-",0,https://www.google.com/maps/place/49.24515444701255 -123.11341492592264
2759,295023,Inverness,SE Marine Drive,Painted Lanes,NB,Active,Arterial,NS,BD,2W,50,Paved,NO,NO,Protected Bike Lanes,Painted Lanes,Yes,2007,"pre-2007, Not Clear where to ride", , ,638,VAN-R49,N,COMPLETE,N,No Upgrades in period,No,Y,544,N1,Crompton St.,Inverness,SE Marine Drive,Inverness,SE Marine Drive,Inverness St.,NO,NO,BD,Painted Lanes,Painted Lanes,NS,59.22201896,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Protected Bike Lanes,NtoPL,"PL south side of road only, installed 2007, no upgrades since: https://www.google.com/maps/@49.2110256,-123.0802618,3a,75y,93.91h,61.89t/data=!3m7!1e1!3m5!1sWOfsd7Xf-BhJBg7TSpCGGw!2e0!5s20220701T000000!7i16384!8i8192",STSAT,N,PL,PL x1,2007,2007,2007, , , ,N, , , ,,,, , , , , ,, ,"pre-2007, Not Clear where to ride", ,"49.21110692038225, -123.08030584400456","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.08071237564862, 49.21111010542947], [-123.07989931236048, 49.21110373533503]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.08071237564862, 49.21111010542947], [-123.07989931236048, 49.21110373533503]] }","[-123.08071237564862, 49.21111010542947], [-123.07989931236048, 49.21110373533503]",0,https://www.google.com/maps/place/49.21110692038225 -123.08030584400456
519,296306,Knight St Bridge,Knight St Bridge On Ramp,Painted Lanes,NB,Active,Arterial,NS,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,No,2003,year const- source unknown, , ,481,VAN-R48,N,COMPLETE,N,No Upgrades in period,No,Y,541,Y,View on map,Knight St Bridge,Knight St Bridge On Ramp,Knight St Bridge,Knight St Bridge On Ramp, ,NO,NO,OW,Painted Lanes,Painted Lanes,NS,104.7314567,Arterial,No,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoPL,"Supposed to be a painted lane, no upgrades since 2009 other than some paint jobs, paint faded away by 2022: https://www.google.com/maps/@49.2107299,-123.0791228,3a,82.3y,150.15h,70.39t/data=!3m7!1e1!3m5!1sabSk14HJoRZnhgfua_mDGQ!2e0!5s20201201T000000!7i16",STSAT,N,PL,PL,Pre-2009,2003,2003, , , ,N, , , ,,,, , , , , ,, ,year const- source unknown, ,"49.21083128879515, -123.07936656565283","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.07989931236048, 49.21110373533503], [-123.0797362834675, 49.21103913679336], [-123.07964429492463, 49.2109989580403], [-123.07957778396562, 49.21096990682521], [-123.07949542171","{ ""type"": ""LineString"", ""coordinates"": [[-123.07989931236048, 49.21110373533503], [-123.0797362834675, 49.21103913679336], [-123.07964429492463, 49.2109989580403], [-123.07957778396562, 49.21096990682521], [-123.07949542171193, 49.21093053539439], [-123.","[-123.07989931236048, 49.21110373533503], [-123.0797362834675, 49.21103913679336], [-123.07964429492463, 49.2109989580403], [-123.07957778396562, 49.21096990682521], [-123.07949542171193, 49.21093053539439], [-123.07942391872528, 49.2108963557144], [-123",0,https://www.google.com/maps/place/49.21083128879515 -123.07936656565283
2286,297924,Knight St Bridge,Knight St Bridge Off Ramp,Protected Bike Lanes,OSS,Active,Arterial,NS,OW,OW,50,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,1990,year const- source unknown. PL-PBL in  2017,2017, ,480,VAN-R48,"*shared use with pedestrians, but not necessarily a path",COMPLETE,N,?,?, ,537,Y,View on map,Knight St Bridge,Knight St Bridge Off Ramp,Knight St Bridge,Knight St Bridge Off Ramp, ,NO,YES,OW,Protected Bike Lanes,Protected Bike Lanes,NS,282.4818965,Arterial,No,50,Active,OSS,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPL,"PL since pre-installation, one way road, upgraded to track around 2017 - https://www.google.com/maps/@49.2096094,-123.0769797,3a,75y,61.53h,72.87t/data=!3m7!1e1!3m5!1s5X_fDvRM3JihlkwSz1AXNQ!2e0!5s20070901T000000!7i3328!8i1664 . PL pre 2007:: https://www.", ,N,PL,PL x1,Pre-2007,1990,1990, ,"See that it becomes a shared multiuse track with pedestrians around 2017: https://www.google.com/maps/@49.2096022,-123.0770021,3a,50.9y,41.47h,82.24t/data=!3m7!1e1!3m5!1snMCiVCYz22iYCuXS71ez_A!2e0!5s20181001T000000!7i16384!8i8192 From google earth, see c", ,?,None,PCM-1,Fall 2017,2017,2017,2017, , , , , ,, ,year const- source unknown. PL-PBL in  2017, ,"49.210175108836346, -123.07582857519736","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.07445253881687, 49.2110561490838], [-123.0748547213019, 49.21079282827161], [-123.07502016975967, 49.210672747186216], [-123.07519722492685, 49.21051842943612], [-123.0751972441","{ ""type"": ""LineString"", ""coordinates"": [[-123.07445253881687, 49.2110561490838], [-123.0748547213019, 49.21079282827161], [-123.07502016975967, 49.210672747186216], [-123.07519722492685, 49.21051842943612], [-123.07519724411186, 49.210518405136334], [-12","[-123.07445253881687, 49.2110561490838], [-123.0748547213019, 49.21079282827161], [-123.07502016975967, 49.210672747186216], [-123.07519722492685, 49.21051842943612], [-123.07519724411186, 49.210518405136334], [-123.0754032340848, 49.21033174455696], [-1",0,https://www.google.com/maps/place/49.210175108836346 -123.07582857519736
